address,chain_id,owner,token_id,token_uri,contract_type
0xdB4FeF6ad7cFDE4cb71E85AEc0A009270261E901,137,0xDeaDDEaDDeAdDeAdDEAdDEaddeAddEAdDEAd0001,1,QmNPCVBh3p6QWshUM5L2JEDtx6W1pgwHPMyuHazmcrXXq4,ERC1155
0xda62b7055F2B66506AF69ca1c407baF85E91f0fc,137,0xDeaDDEaDDeAdDeAdDEAdDEaddeAddEAdDEAd0001,1,bafybeigtsc6afnzqqsxpezf25m74kkb2xv7llddizjsxa,ERC1155
0xD98B24E9aA159AA4D03c4aC8EEd5a0393271A9A4,137,0xDeaDDEaDDeAdDeAdDEAdDEaddeAddEAdDEAd0001,1,QmQUaJ8zF5jLre8C16wD8vzimXhFybyz6WeGtPU8JdUxLe,ERC1155
0xD724fcB577E36701d3049f80aa40739C475C8098,137,0xDeaDDEaDDeAdDeAdDEAdDEaddeAddEAdDEAd0001,1,QmPRPsFvpmXudRuoXN3oyZkJrqcnWZuRFsti56c4uknJat,ERC1155
0xd4A97e39727E5C14e7e36546416807B5eC34D23B,137,0xDeaDDEaDDeAdDeAdDEAdDEaddeAddEAdDEAd0001,1,QmQci76hLeq228cgSp9MtQV2x4JRAnLMGoZdyBcTtC2wqS,ERC1155
0xD3121FF08AB3b947732128f0051d3Ff6d213c5c9,137,0xDeaDDEaDDeAdDeAdDEAdDEaddeAddEAdDEAd0001,1,QmZi13Y1EUbssLKxsLWVrwATVY5A4qi1rCPYJDSjyseWZ7,ERC1155
0xD293C35d031dBf227ecf237B5337876823D5751d,137,0xDeaDDEaDDeAdDeAdDEAdDEaddeAddEAdDEAd0001,1,QmWHJGVnb1kaYFcUBiJ8wqL8N4GUCjTApoy7bFyUeXS8EM,ERC1155
0xd193cd264EB3D96d82FD5594af2AFf6FF9B1517a,137,0xDeaDDEaDDeAdDeAdDEAdDEaddeAddEAdDEAd0001,1,bafybeif46ij3cdimanj2x76kdjmzub7roaz623qtehx4k,ERC1155
0xD04E40544C84e5DA9133a880e4DEA03BE2001770,137,0xDeaDDEaDDeAdDeAdDEAdDEaddeAddEAdDEAd0001,1,bafybeic4z3x7phpftawo3v6gsu6nhfa2dhia7s6drzx3g,ERC1155
0xCFd60cc10E62DF0627C624Ea76D6cfD43f33D3b6,137,0xDeaDDEaDDeAdDeAdDEAdDEaddeAddEAdDEAd0001,1,QmeG8aTRgKJu9CpYwNMvNpEcwc4jXZJM18QRftjFRC5HYU,ERC1155
